case_id,case_text_value_type,case_text,case_source,case_type,case_transaction_type,case_status,case_priority_level,date_time_created,date_time_closed,customer_tier
C01672,User-chatbot conversation,"[""User: My credit card statement shows a purchase I didn't make. It's on the 30th of October."", 'Chatbot: I am sorry to hear this. Can you verify the amount of the purchase?', ""User: It's ₱3000"", 'Chatbot: Thank you. We will start an investigation for you.']",Phone,Credit Cards,Complaint,Assigned,High,2026-11-03 15:00:00+08:00,,High
C01673,Multiple messages,"[""I can't log in to my BPI online account even with the correct credentials."", 'Please help me fix this issue asap.', 'Thank you!']",Facebook,Deposits,Complaint,New,High,2026-11-04 09:30:00+08:00,,Low
C01674,Single message,What is the maintaining balance for a BPI savings account?,Branch,Deposits,Inquiry,Closed,Low,2026-11-05 11:15:00+08:00,2026-11-05 11:45:00+08:00,Mid
C01675,Single message,Gusto ko pong mag-apply ng credit card sa BPI. Paano po ba?,Phone,Credit Cards,Request,New,Medium,2026-11-06 14:00:00+08:00,,Low
C01676,Single message,"Good day, BPI! Are there any available promos for new credit card applicants this holiday season?",Email,Credit Cards,Inquiry,New,Low,2026-12-07 10:45:00+08:00,,Mid
C01677,User-chatbot conversation,"[""User: I am having issues accessing my account online, saying it's locked"", 'Chatbot: We are sorry to hear that. To help unlock your account, we will need to ask you some security questions. Can you confirm your Date of birth?', 'User: Feb 28, 1990', ""Chatbot: Thank you. and your mother's maiden name?""]",Phone,Deposits,Complaint,Assigned,High,2026-12-08 15:00:00+08:00,,High
C01678,Multiple messages,"['My BPI Loan application has been stuck on processing for a while now, when can I expect an update?', ""It's been a few weeks and I need to know soonest so I can start construction"", ""Can you please check this as it's quite urgent?""]",Facebook,Loans,Inquiry,New,High,2026-12-09 09:30:00+08:00,,Low
C01679,Single message,"Hi, I would like to request for a new BPI ATM card, as I lost it.",Branch,Deposits,Request,Closed,Medium,2026-12-10 11:15:00+08:00,2026-12-10 11:45:00+08:00,Mid
C01680,Single message,Pwede ko po bang malaman paano mag-transfer ng money from my BPI account to GCash?,Phone,Deposits,Inquiry,New,Low,2026-12-11 14:00:00+08:00,,Low
C01681,Single message,"Good day, BPI! I'd like to inquire about your home loan requirements.",Email,Loans,Inquiry,New,Medium,2027-01-04 10:45:00+08:00,,Mid
C01682,User-chatbot conversation,"[""User: Hi, I'd like to dispute a transaction on my BPI credit card."", 'Chatbot: I understand. Please provide the date and the amount of the transaction.', 'User: January 1, 2027, ₱ 2000.00', ""Chatbot: I've filed a dispute for you. You will hear from us within 5-7 business days.""]",Phone,Credit Cards,Complaint,Assigned,High,2027-01-05 15:00:00+08:00,,High
C01683,Multiple messages,"['My BPI Savings Account has not been credited with the money my mom sent through online banking.', 'Please check my account.', 'Thank you!']",Facebook,Deposits,Complaint,New,High,2027-01-06 09:15:00+08:00,,Low
C01684,Single message,"Hi, I want to close my existing savings account. What are the procedures?",Branch,Deposits,Request,Closed,Low,2027-01-07 11:00:00+08:00,2027-01-07 11:30:00+08:00,Mid
C01685,Single message,Pwede ko po ba malaman kung magkano ang maintaining balance para sa BPI savings account?,Phone,Deposits,Inquiry,New,Medium,2027-01-08 14:45:00+08:00,,Low
C01686,Single message,"Hello, I would like to apply for a personal loan. What are the requirements for this?",Email,Loans,Request,New,Medium,2027-02-01 11:00:00+08:00,,Mid
C01687,User-chatbot conversation,"['User: My credit card got declined. What can I do?', ""Chatbot: Let's investigate, can you confirm the last four digits of your credit card number and your date of birth?"", 'User: 1212, January 01, 1980', 'Chatbot: Thank you. Let me check.']",Phone,Credit Cards,Complaint,Assigned,High,2027-02-02 15:30:00+08:00,,High
C01688,Multiple messages,"['Please send me my bank statement for my savings account.', 'Thank you for your time.', '']",Facebook,Deposits,Request,New,Medium,2027-02-03 09:15:00+08:00,,Low
C01689,Single message,I lost my BPI debit card. What do I do?,Branch,Deposits,Request,Closed,High,2027-02-04 11:45:00+08:00,2027-02-04 12:15:00+08:00,Mid
C01690,Single message,What are the ways to pay my BPI credit card bill?,Phone,Credit Cards,Inquiry,New,Low,2027-02-05 14:00:00+08:00,,Low
C01691,Single message,What are the interest rates for your BPI housing loans?,Email,Loans,Inquiry,New,Low,2027-03-01 11:30:00+08:00,,Mid
C01692,User-chatbot conversation,"[""User: There's an incorrect charge on my credit card. What do I do to report it?"", ""Chatbot: I'm sorry to hear that. Please provide the date, amount and merchant of the unauthorized transaction."", 'User: March 1st, 2027, PHP 1500, Netflix', 'Chatbot: Thank you. We will investigate the matter.']",Phone,Credit Cards,Complaint,Assigned,High,2027-03-02 15:00:00+08:00,,High
C01693,Multiple messages,"['My ATM debit card is not working.', 'Can you provide support for this issue?', 'I want to withdraw my money.']",Facebook,Deposits,Complaint,New,High,2027-03-03 09:15:00+08:00,,Low
C01694,Single message,"Hello, I would like to deposit a check. What is the hold time?",Branch,Deposits,Inquiry,Closed,Low,2027-03-04 11:45:00+08:00,2027-03-04 12:15:00+08:00,Mid
C01695,Single message,Gusto ko pong mag-apply ng BPI credit card. Anong kailangan gawin?,Phone,Credit Cards,Inquiry,New,Medium,2027-03-05 14:00:00+08:00,,Low
C01696,Single message,"Good day, BPI! I'd like to inquire about the process of applying for a BPI auto loan.",Email,Loans,Inquiry,New,Medium,2027-04-05 10:15:00+08:00,,Mid
C01697,User-chatbot conversation,"['User: My BPI credit card is charging me for something I never bought.', 'Chatbot: I understand. In order to help, can you please confirm your card number, and the date of the transaction you do not recognize?', 'User: Last 4 digits are 9876, it was dated April 1, 2027', 'Chatbot: Thanks. Please allow a week for our team to investigate.']",Phone,Credit Cards,Complaint,Assigned,High,2027-04-06 15:30:00+08:00,,High
C01698,Multiple messages,"['Hey, can you tell me where the nearest BPI is open today?', 'Thank you so much!', ' :)']",Facebook,Deposits,Inquiry,New,Low,2027-04-07 09:00:00+08:00,,Low
C01699,Single message,"Hello, I lost my BPI ATM card and would like to request a replacement.",Branch,Deposits,Request,Closed,Medium,2027-04-08 11:15:00+08:00,2027-04-08 11:45:00+08:00,Mid
C01700,Single message,Pwede ko po bang malaman kung anong mga options para mag-apply ng loan online?,Phone,Loans,Inquiry,New,Medium,2027-04-09 14:30:00+08:00,,Low
C01701,Single message,"Hi, I would like to apply for a salary loan at BPI. Can you assist me with the process?",Email,Loans,Request,New,Medium,2027-05-03 10:00:00+08:00,,Mid
C01702,User-chatbot conversation,"['User: My credit card has an unrecognized transaction.', ""Chatbot: I'm sorry to hear that. Please provide the date and the amount."", 'User: Last April 30, 2027. P2,500', 'Chatbot: Okay, can you also specify the merchant?']",Phone,Credit Cards,Complaint,Assigned,High,2027-05-04 15:30:00+08:00,,High
C01703,Multiple messages,"['I need to change my phone number in your BPI system.', 'Can you tell me the process to change?', 'Thanks']",Facebook,Deposits,Request,New,Low,2027-05-05 09:15:00+08:00,,Low
C01704,Single message,I'd like to request for a copy of my BPI savings bank account statement for the month of April.,Branch,Deposits,Request,Closed,Medium,2027-05-06 11:00:00+08:00,2027-05-06 11:30:00+08:00,Mid
C01705,Single message,"Gusto ko pong mag-apply ng credit card sa BPI, pwede niyo ba akong tulungan sa requirements?",Phone,Credit Cards,Request,New,Medium,2027-05-07 14:45:00+08:00,,Low
C01706,Single message,"Hi, I would like to apply for a business loan at BPI. Can you tell me more about it?",Email,Loans,Inquiry,New,Medium,2027-06-07 11:30:00+08:00,,Mid
C01707,User-chatbot conversation,"[""User: There's an error in my credit card bill. I've been charged an interest amount that should not be there."", ""Chatbot: I'm sorry about that, can you verify the last four digits of your credit card number please?"", 'User: 4567', 'Chatbot: Thank you. Please wait.']",Phone,Credit Cards,Complaint,Assigned,High,2027-06-08 15:00:00+08:00,,High
C01708,Multiple messages,"['I am writing about my BPI account. Why has my card been locked?', 'I am unable to use the online banking features.', 'Can someone assist me as soon as possible?']",Facebook,Deposits,Complaint,New,High,2027-06-09 09:45:00+08:00,,Low
C01709,Single message,What is the minimum maintaining balance for my BPI savings account?,Branch,Deposits,Inquiry,Closed,Low,2027-06-10 11:00:00+08:00,2027-06-10 11:30:00+08:00,Mid
C01710,Single message,Gusto ko pong malaman kung may installment plan ba kayo para sa credit card.,Phone,Credit Cards,Inquiry,New,Medium,2027-06-11 14:30:00+08:00,,Low
C01711,Single message,"Good day, BPI! I'm inquiring about the requirements for a housing loan application.",Email,Loans,Inquiry,New,Medium,2027-07-05 11:00:00+08:00,,Mid
C01712,User-chatbot conversation,"['User: Someone used my credit card without authorization to purchase something. Please investigate.', 'Chatbot: To begin, I will need some verification questions. Please confirm the last four digits of the credit card with the unauthorized transaction.', 'User: 7890', 'Chatbot: Thanks. Please hold while we review your account.']",Phone,Credit Cards,Complaint,Assigned,High,2027-07-06 15:30:00+08:00,,High
C01713,Multiple messages,"['Hi, there is an issue with my ATM.', ""I can't deposit and withdraw."", 'Can you help?']",Facebook,Deposits,Complaint,New,High,2027-07-07 09:15:00+08:00,,Low
C01714,Single message,"Hi, I'd like to know where I can deposit my check. Can you provide the branch locations?",Branch,Deposits,Inquiry,Closed,Low,2027-07-08 11:00:00+08:00,2027-07-08 11:30:00+08:00,Mid
C01715,Single message,Gusto ko pong malaman kung paano mag-apply for a personal loan.,Phone,Loans,Request,New,Medium,2027-07-09 14:45:00+08:00,,Low
C01716,Single message,"Hello, I would like to apply for a housing loan in BPI. Can you provide me with information about the requirements?",Email,Loans,Request,New,Medium,2027-08-02 11:15:00+08:00,,Mid
C01717,User-chatbot conversation,"['User: My BPI Credit Card is saying it is invalid when I try to buy items online.', 'Chatbot: I understand. Can you verify the last four digits of the card?', 'User: 8910', 'Chatbot: Thank you, one moment please. We see that your card has been flagged due to a security threat.']",Phone,Credit Cards,Complaint,Assigned,High,2027-08-03 15:00:00+08:00,,High
C01718,Multiple messages,"['Hi, I made a deposit, however, it has yet to show up in my account.', 'It was through online banking.', 'Could you please assist me ASAP!']",Facebook,Deposits,Complaint,New,High,2027-08-04 09:30:00+08:00,,Low
C01719,Single message,What is the maximum I can withdraw at once in the Branch?,Branch,Deposits,Inquiry,Closed,Low,2027-08-05 11:15:00+08:00,2027-08-05 11:45:00+08:00,Mid
C01720,Single message,Pwede po ba akong mag-apply ng personal loan thru online?,Phone,Loans,Request,New,Medium,2027-08-06 14:00:00+08:00,,Low
C01721,Single message,"Hello, I'm interested in taking out a personal loan with BPI. How much are the current interest rates?",Email,Loans,Inquiry,New,Medium,2027-09-06 11:45:00+08:00,,Mid
C01722,User-chatbot conversation,"['User: My BPI Credit Card was just stolen, what do I do?', 'Chatbot: I am sorry to hear about that, can you please tell us your Birthday?', 'User: Jan 01 1980', 'Chatbot: Thanks, and please provide the last four digits of the card.']",Phone,Credit Cards,Request,Assigned,High,2027-09-07 15:15:00+08:00,,High
C01723,Multiple messages,"[""Hi, I can't log in to my BPI Savings Bank. It says it is locked."", ""I didn't input the wrong password many times."", 'Please help']",Facebook,Deposits,Complaint,New,High,2027-09-08 09:00:00+08:00,,Low
C01724,Single message,"Hello, I'd like to ask if there's a way to waive my annual credit card fee. Thank you!",Email,Credit Cards,Request,New,Low,2027-09-09 11:30:00+08:00,,Mid
C01725,Single message,Pwede niyo po ba akong tulungan na mag-apply ng loan thru online?,Phone,Loans,Request,New,Medium,2027-09-10 14:45:00+08:00,,Low
C01726,Single message,"Good day, BPI! I'm planning to get a credit card, are there any promos right now?",Email,Credit Cards,Inquiry,New,Medium,2027-10-04 11:00:00+08:00,,Mid
C01727,User-chatbot conversation,"['User: My BPI Credit Card was used for a purchase that I did not make', 'Chatbot: Please hold while we check. Can you confirm you did not buy a TV from Electronica World?', ""User: That's right, I didn't buy that"", 'Chatbot: We will freeze the card and investigate further.']",Phone,Credit Cards,Complaint,Assigned,High,2027-10-05 15:30:00+08:00,,High
C01728,Multiple messages,"['My Savings Account is locked?', 'Can you assist me in accessing my account', 'Please assist urgently as I need to pay my bills']",Facebook,Deposits,Complaint,New,High,2027-10-06 09:15:00+08:00,,Low
C01729,Single message,What are the procedures to apply for a BPI Housing Loan in the branch?,Branch,Loans,Inquiry,Closed,Medium,2027-10-07 11:00:00+08:00,2027-10-07 11:30:00+08:00,Mid
C01730,Single message,Gusto ko pong mag-apply ng installment sa credit card ko. Paano po?,Phone,Credit Cards,Request,New,Medium,2027-10-08 14:45:00+08:00,,Low
C01731,Single message,"Good day, BPI! Can you send me the requirements for applying for an auto loan?",Email,Loans,Request,New,Medium,2027-11-01 11:15:00+08:00,,Mid
C01732,User-chatbot conversation,"['User: Hi, I got a notification that I need to update my info, is this a scam?', 'Chatbot: Thank you for letting us know, do NOT click the link and can you show a screenshot of the message?', 'User: Here is a screenshot.', 'Chatbot: Thanks, we can verify that was not us and is a scam.']",Phone,Deposits,Complaint,Assigned,High,2027-11-02 15:00:00+08:00,,High
C01733,Multiple messages,"['Hi, I am wondering if I can convert my purchases from Lazada to an installment?', 'I just used my credit card this month.', 'Thanks!']",Facebook,Credit Cards,Inquiry,New,Medium,2027-11-03 09:30:00+08:00,,Low
C01734,Single message,What is the maintaining balance for your savings account?,Branch,Deposits,Inquiry,Closed,Low,2027-11-04 11:15:00+08:00,2027-11-04 11:45:00+08:00,Mid
C01735,Single message,Gusto ko po malaman kung paano mag-apply for a loan sa app?,Phone,Loans,Inquiry,New,Medium,2027-11-05 14:00:00+08:00,,Low
C01736,Single message,"Hello, I would like to apply for a quick cash loan. Can you please provide more details?",Email,Loans,Inquiry,New,Medium,2027-12-06 11:30:00+08:00,,Mid
C01737,User-chatbot conversation,"['User: I was charged twice for the same transaction on my BPI credit card. Please help!', 'Chatbot: I am sorry to hear this, please provide the dates where you were charged twice.', 'User: November 30 and December 1st', 'Chatbot: Please hold and we will file a dispute for you.']",Phone,Credit Cards,Complaint,Assigned,High,2027-12-07 15:00:00+08:00,,High
C01738,Multiple messages,"['Hey, I accidentally sent money to a wrong account.', 'How can I cancel this ASAP', '']",Facebook,Deposits,Complaint,New,High,2027-12-08 09:15:00+08:00,,Low
C01739,Single message,How to request my BPI statements?,Branch,Deposits,Request,Closed,Medium,2027-12-09 11:30:00+08:00,2027-12-09 12:00:00+08:00,Mid
C01740,Single message,Gusto ko pong malaman kung paano magkaron ng credit card.,Phone,Credit Cards,Inquiry,New,Medium,2027-12-10 14:45:00+08:00,,Low
C01741,Single message,"Good day, BPI! I'm interested in applying for a home renovation loan. Can you tell me more about the requirements?",Email,Loans,Inquiry,New,Medium,2028-01-03 11:00:00+08:00,,Mid
C01742,User-chatbot conversation,"['User: My credit card statement is wrong. Can you help me correct this?', 'Chatbot: What is your concern about the statement?', ""User: I was charged for some transaction I didn't do"", 'Chatbot: OK, can I have the transaction details?']",Phone,Credit Cards,Complaint,Assigned,High,2028-01-04 15:30:00+08:00,,High
C01743,Multiple messages,"['Hi, I am trying to use the app but it is not loading.', 'What is wrong with the app', '']",Facebook,Deposits,Complaint,New,High,2028-01-05 09:15:00+08:00,,Low
C01744,Single message,"Hi, where can I make a deposit at BPI during weekends?",Branch,Deposits,Inquiry,Closed,Low,2028-01-06 11:00:00+08:00,2028-01-06 11:30:00+08:00,Mid
C01745,Single message,Pwede po ba ako mag apply online for a credit card?,Phone,Credit Cards,Request,New,Medium,2028-01-07 14:45:00+08:00,,Low
C01746,Single message,"Hello, I'm interested in knowing the requirements for a BPI Personal Loan.",Email,Loans,Inquiry,New,Medium,2028-02-07 11:30:00+08:00,,Mid
C01747,User-chatbot conversation,"['User: My Credit Card was just used for something that I did not buy?', 'Chatbot: Please tell us the date the transaction was made', 'User: Feb 03 2028', 'Chatbot: And the amount please?', 'User: 10,000 pesos']",Phone,Credit Cards,Complaint,Assigned,High,2028-02-08 15:00:00+08:00,,High
C01748,Multiple messages,"['I am unable to access my BPI Mobile App.', 'Can you please help?', 'Thanks!']",Facebook,Deposits,Complaint,New,High,2028-02-09 09:15:00+08:00,,Low
C01749,Single message,"I would like to close my bank account with BPI, what are the requirements.",Branch,Deposits,Request,Closed,Low,2028-02-10 11:00:00+08:00,2028-02-10 11:30:00+08:00,Mid
C01750,Single message,Pwede po ba ako mag apply for an increase in my credit card limit?,Phone,Credit Cards,Request,New,Medium,2028-02-11 14:45:00+08:00,,Low
C01751,Single message,"Hello, I'm interested in BPI's Quick Loan. Could you give me more details about it?",Email,Loans,Inquiry,New,Medium,2028-03-06 11:30:00+08:00,,Mid
C01752,User-chatbot conversation,"[""User: I didn't apply for the purchase listed on my statement"", 'Chatbot: Ok, can you tell me the amount and the date the purchase took place', 'User: 10000 Pesos and Jan 28, 2028', 'Chatbot: Ok, we will take a look and block the credit card']",Phone,Credit Cards,Complaint,Assigned,High,2028-03-07 15:00:00+08:00,,High
C01753,Multiple messages,"[""Hi, There's been an issue with the funds that my mother transferred to my account."", 'The funds have not been reflected in my account.', 'Any Help?']",Facebook,Deposits,Complaint,New,High,2028-03-08 09:15:00+08:00,,Low
C01754,Single message,"Hello, can you assist me with transferring money?",Branch,Deposits,Request,Closed,Low,2028-03-09 11:00:00+08:00,2028-03-09 11:30:00+08:00,Mid
C01755,Single message,Gusto ko po mag inquire if qualified ako sa credit card?,Phone,Credit Cards,Inquiry,New,Low,2028-03-10 14:45:00+08:00,,Low
C01756,Single message,"Good day, BPI! I'm planning to get a new car soon and was hoping to apply for a loan. What steps can I take?",Email,Loans,Request,New,Medium,2028-04-03 11:00:00+08:00,,Mid
C01757,User-chatbot conversation,"['User: Hi! I need assistance for my credit card as I think someone stole it.', 'Chatbot: Sorry to hear about that. Do you know the last time you used it?', ""User: I used it yesterday, but don't have it today"", 'Chatbot: Please confirm the last four digits.', 'User: 1234']",Phone,Credit Cards,Complaint,Assigned,High,2028-04-04 15:30:00+08:00,,High
C01758,Multiple messages,"[""Good Day BPI, I can't access my bpi account using the app."", 'I am putting the right username and password.', 'Please fix ASAP']",Facebook,Deposits,Complaint,New,High,2028-04-05 09:15:00+08:00,,Low
C01759,Single message,What is the maintaining balance for the BPI Maxi Saver account?,Branch,Deposits,Inquiry,Closed,Low,2028-04-06 11:00:00+08:00,2028-04-06 11:30:00+08:00,Mid
C01760,Single message,Paano ko po malalaman kung may promo kayo for credit card this month?,Phone,Credit Cards,Inquiry,New,Low,2028-04-07 14:45:00+08:00,,Low
C01761,Single message,"Good day, I would like to inquire about BPI's Business Loan requirements and their interest rates.",Email,Loans,Inquiry,New,Medium,2028-05-01 11:00:00+08:00,,Mid
C01762,User-chatbot conversation,"['User: I have a problem. Someone has been using my BPI credit card for online purchases without my approval.', ""Chatbot: I'm very sorry to hear that. Can you provide the dates and amounts of these transactions?"", 'User: May 1,2, 3 2028, total of 10,000', 'Chatbot: We will process a dispute claim and cancel your existing credit card. Please wait 5-7 business days for the new card.']",Phone,Credit Cards,Complaint,Assigned,High,2028-05-02 15:30:00+08:00,,High
C01763,Multiple messages,"['Hello BPI, I have not received my credit card statement in the mail this month.', 'Please send it ASAP', '']",Facebook,Credit Cards,Request,New,High,2028-05-03 09:15:00+08:00,,Low
C01764,Single message,"Hi, can I do a balance transfer from another bank to BPI?",Email,Credit Cards,Inquiry,New,Low,2028-05-04 11:45:00+08:00,,Mid
C01765,Single message,Gusto ko po sana mag open ng dollar account. Anong kailangan ko?,Branch,Deposits,Inquiry,New,Medium,2028-05-05 14:00:00+08:00,,Low
C01766,Single message,"Good day, BPI! What are the interest rates for your BPI personal loan and what are the requirements?",Email,Loans,Inquiry,New,Low,2028-06-05 10:30:00+08:00,,Mid
C01767,User-chatbot conversation,"['User: Hello, my credit card has been used without my permission', 'Chatbot: I understand, can you tell me the last four digits of the card number?', 'User: 1111', 'Chatbot: Please hold, we will have to check for any fraudulent activity.']",Phone,Credit Cards,Complaint,Assigned,High,2028-06-06 15:00:00+08:00,,High
C01768,Multiple messages,"[""Hi, I can't deposit via the atm machine."", 'There is an issue that prevents me from depositing', 'Please fix this.']",Facebook,Deposits,Complaint,New,High,2028-06-07 09:45:00+08:00,,Low
C01769,Single message,How much is the atm fee for other atms?,Branch,Deposits,Inquiry,Closed,Low,2028-06-08 11:15:00+08:00,2028-06-08 11:30:00+08:00,Mid
C01770,Single message,Pwede po ba ako mag request ng form for credit card via email?,Phone,Credit Cards,Request,New,Medium,2028-06-09 14:00:00+08:00,,Low
C01771,Single message,"Hello, I'm interested in acquiring a loan for my small business. What do I need to submit?",Email,Loans,Inquiry,New,Medium,2028-07-03 11:00:00+08:00,,Mid
C01772,User-chatbot conversation,"['User: My credit card has multiple unauthorized transactions', 'Chatbot: Ok, let me get this straight, can you provide the date, amount and merchant of the unauth transactions?', 'User: July 01 to July 02, amounting to 5000 pesos', 'Chatbot: Ok thank you for the information']",Phone,Credit Cards,Complaint,Assigned,High,2028-07-04 15:30:00+08:00,,High
C01773,Multiple messages,"['Hi, I tried logging in to my BPI but the username was not recognized.', 'Please help ASAP', '']",Facebook,Deposits,Complaint,New,High,2028-07-05 09:15:00+08:00,,Low
C01774,Single message,Do you offer multi currency accounts?,Branch,Deposits,Inquiry,Closed,Low,2028-07-06 11:00:00+08:00,2028-07-06 11:30:00+08:00,Mid
C01775,Single message,Pwede po ba ako mag pa increase ng credit limit ko thru online?,Phone,Credit Cards,Request,New,Medium,2028-07-07 14:45:00+08:00,,Low
C01776,Single message,"Hello, I'm planning to buy a used car. What are the steps on getting a BPI auto loan?",Email,Loans,Inquiry,New,Medium,2028-08-01 11:00:00+08:00,,Mid
C01777,User-chatbot conversation,"['User: My Credit Card has been compromised! What do I do', 'Chatbot: Let me check, is this the last four digits of your card number: 1234?', 'User: Yes', 'Chatbot: Ok we will freeze the account']",Phone,Credit Cards,Complaint,Assigned,High,2028-08-02 15:30:00+08:00,,High
C01778,Multiple messages,"['There are no BPI branches that are open today for transactions.', 'How am I supposed to deposit money then??', '']",Facebook,Deposits,Complaint,New,High,2028-08-03 09:15:00+08:00,,Low
C01779,Single message,How to close my account,Branch,Deposits,Request,Closed,Low,2028-08-04 11:00:00+08:00,2028-08-04 11:30:00+08:00,Mid
C01780,Single message,May limit po ba ang pag transfer thru online,Phone,Deposits,Inquiry,New,Medium,2028-08-05 14:45:00+08:00,,Low
C01781,Single message,"Good day, BPI! I'm inquiring about the different payment options to pay for my BPI Credit Card.",Email,Credit Cards,Inquiry,New,Low,2028-09-04 11:00:00+08:00,,Mid
C01782,User-chatbot conversation,"['User: My savings bank account is showing the wrong amount of balance.', 'Chatbot: Let me check, is this account ending with 1234?', 'User: Yes', 'Chatbot: Please give us some time to fix this.']",Phone,Deposits,Complaint,Assigned,High,2028-09-05 15:30:00+08:00,,High
C01783,Multiple messages,"[""Hi BPI I can't log in on your app, there seems to be an error"", 'Please fix it soon.', '']",Facebook,Deposits,Complaint,New,High,2028-09-06 09:15:00+08:00,,Low
C01784,Single message,How much interest rates BPI quick loan,Branch,Loans,Inquiry,Closed,Low,2028-09-07 11:00:00+08:00,2028-09-07 11:30:00+08:00,Mid
C01785,Single message,Pwede ko mag apply tru online ng credit card?,Phone,Credit Cards,Request,New,Medium,2028-09-08 14:45:00+08:00,,Low
C01786,Single message,"Hello, I'm planning to loan for a car. What requirements does your company have?",Email,Loans,Inquiry,New,Medium,2028-10-02 11:00:00+08:00,,Mid
C01787,User-chatbot conversation,"['User: May I have the contact information of the loan officer.', 'Chatbot: Do you have their name?', 'User: No', 'Chatbot: Are they working here on BPI?', 'User: Yes']",Phone,Loans,Inquiry,Assigned,Low,2028-10-03 15:30:00+08:00,,High
C01788,Multiple messages,"[""I can't access my account with the BPI App"", 'Can someone help me with this.', 'Thanks']",Facebook,Deposits,Complaint,New,High,2028-10-04 09:15:00+08:00,,Low
C01789,Single message,How to wire money to BPI?,Branch,Deposits,Inquiry,Closed,Low,2028-10-05 11:00:00+08:00,2028-10-05 11:30:00+08:00,Mid
C01790,Single message,Pwede bang mag pa-waive ng annual fee sa credit card ninyo?,Phone,Credit Cards,Request,New,Low,2028-10-06 14:45:00+08:00,,Low
C01791,Single message,"Hi, I would like to know the requirements and interest rates for your housing loans?",Email,Loans,Inquiry,New,Medium,2028-11-06 11:00:00+08:00,,Mid
C01792,User-chatbot conversation,"['User: I see multiple unauthorized transactions in my credit card.', 'Chatbot: I see. Can you specify each transaction?', 'User: They are from last month', 'Chatbot: And what are the amounts?']",Phone,Credit Cards,Complaint,Assigned,High,2028-11-07 15:30:00+08:00,,High
C01793,Multiple messages,"['My Money is stuck in the machine.', 'Please assist ASAP', ""It already says it's depositing""]",Facebook,Deposits,Complaint,New,High,2028-11-08 09:15:00+08:00,,Low
C01794,Single message,Is there a debit card fee?,Branch,Deposits,Inquiry,Closed,Low,2028-11-09 11:00:00+08:00,2028-11-09 11:30:00+08:00,Mid
C01795,Single message,Pwede po ba akong maka hingi ng tulong para sa online banking ko?,Phone,Deposits,Request,New,Medium,2028-11-10 14:45:00+08:00,,Low
C01796,Single message,"Good day, BPI! Are there any Christmas promos for your credit cards?",Email,Credit Cards,Inquiry,New,Low,2028-12-04 11:00:00+08:00,,Mid
C01797,User-chatbot conversation,"['User: My credit card was declined. I have enough funds?', 'Chatbot: I apologize, can you give me the full credit card number to further assist?', 'User: This is very private.', ""Chatbot: We understand your concern. However, we can't proceed without it.""]",Phone,Credit Cards,Complaint,Assigned,High,2028-12-05 15:30:00+08:00,,High
C01798,Multiple messages,"['My money was deducted to my savings account, but I never transacted.', 'Is this a system error?', 'PLEASE ASSIST']",Facebook,Deposits,Complaint,New,High,2028-12-06 09:15:00+08:00,,Low
C01799,Single message,Can I transfer to gcash in branch?,Branch,Deposits,Inquiry,Closed,Low,2028-12-07 11:00:00+08:00,2028-12-07 11:30:00+08:00,Mid
C01800,Single message,How do I get a car loan?,Phone,Loans,Inquiry,New,Medium,2028-12-08 14:45:00+08:00,,Low
C01801,Single message,"Hello, I'm planning to start a small business this year and was wondering what the requirements are for a BPI business loan?",Email,Loans,Inquiry,New,Medium,2029-01-01 11:00:00+08:00,,Mid
C01802,User-chatbot conversation,"[""User: My credit card isn't working when I try to order."", 'Chatbot: Please wait while I check your account', 'Chatbot: Is this card ending in 4321', 'User: Yes', 'Chatbot: Our apologies, you have reached your limit for the month.']",Phone,Credit Cards,Complaint,Assigned,High,2029-01-02 15:30:00+08:00,,High
C01803,Multiple messages,"[""Hey, I've been having issues with the bpi online banking lately"", 'It keeps saying my account has been locked', 'Please help soon!']",Facebook,Deposits,Complaint,New,High,2029-01-03 09:15:00+08:00,,Low
C01804,Single message,"Hello, do you offer time deposit accounts?",Branch,Deposits,Inquiry,Closed,Low,2029-01-04 11:00:00+08:00,2029-01-04 11:30:00+08:00,Mid
C01805,Single message,Pwede po mag cancel ng credit card through online?,Phone,Credit Cards,Request,New,Low,2029-01-05 14:45:00+08:00,,Low
C01806,Single message,"Good day, BPI! I'm inquiring about the requirements to apply for a housing loan.",Email,Loans,Inquiry,New,Medium,2029-02-01 11:00:00+08:00,,Mid
C01807,User-chatbot conversation,"['User: Someone stole my credit card, is it possible to freeze the account?', 'Chatbot: Do you know the last four digits of the account sir/maam?', 'User: 4321', 'Chatbot: We will put a hold on the account.']",Phone,Credit Cards,Request,Assigned,High,2029-02-02 15:30:00+08:00,,High
C01808,Multiple messages,"['My BPI is hacked', 'Can you help asap', 'Please let me know what to do.']",Facebook,Deposits,Complaint,New,High,2029-02-03 09:15:00+08:00,,Low
C01809,Single message,Do you give out cash rewards if I switch to BPI credit card?,Email,Credit Cards,Inquiry,New,Low,2029-02-04 11:45:00+08:00,,Mid
C01810,Single message,Paano po mag apply ng business loan?,Branch,Loans,Inquiry,New,Medium,2029-02-05 14:00:00+08:00,,Low
C01811,Single message,"Good day, BPI! I'm interested in applying for a quick loan, but I want to know what the requirements are beforehand.",Email,Loans,Inquiry,New,Medium,2029-03-01 11:00:00+08:00,,Mid
